Name,SMILES,CAS,Type,MolWt,ExactMolWt,LogP,NumHDonors,NumHAcceptors,NumRotatableBonds,TPSA,MolVolume
1-Ethylcyclopentene,CCC1=CCCC1,2146-38-5,not biofuel,96.173,96.093900384,2.5067000000000004,0.0,0.0,1.0,0.0,32.22499999999999
3-Ethylcyclopentene,CCC1CCC=C1,694-35-9,not biofuel,96.17299999999999,96.093900384,2.3626000000000005,0.0,0.0,1.0,0.0,32.15499999999999
Cycloheptene,C1CCC=CCC1,628-92-2,not biofuel,96.173,96.093900384,2.5067000000000004,0.0,0.0,0.0,0.0,32.22499999999999
"1,5,5-Trimethylcyclopentene",CC1=CCCC1(C)C,62184-83-2,not biofuel,110.2,110.109550448,2.752700000000001,0.0,0.0,0.0,0.0,36.772
1-Propylcyclopentene,CCCC1=CCCC1,3074-61-1,not biofuel,110.19999999999999,110.109550448,2.8968000000000016,0.0,0.0,2.0,0.0,36.842
1-Ethylcyclohexene,CCC1=CCCCC1,1453-24-3,not biofuel,110.2,110.109550448,2.8968000000000016,0.0,0.0,1.0,0.0,36.842
1-Methylcycloheptene,CC1=CCCCCC1,1453-25-4,not biofuel,110.20000000000002,110.109550448,2.8968000000000016,0.0,0.0,0.0,0.0,36.842
Propadiene,C=C=C,463-49-0,not biofuel,40.06499999999999,40.031300128,0.9572999999999999,0.0,0.0,0.0,0.0,14.767000000000001
"1,2-Butadiene",CC=C=C,590-19-2,not biofuel,54.09199999999999,54.046950192,1.3474,0.0,0.0,0.0,0.0,19.383999999999997
"3-Methyl-1,2-butadiene",CC(=C=C)C,598-25-4,not biofuel,68.119,68.062600256,1.7375,0.0,0.0,0.0,0.0,24.00099999999999
"1,2-Pentadiene",CCC=C=C,591-95-7,not biofuel,68.119,68.062600256,1.7375,0.0,0.0,1.0,0.0,24.00099999999999
"1,4-Pentadiene",C=CCC=C,591-93-5,not biofuel,68.119,68.062600256,1.7485,0.0,0.0,2.0,0.0,25.01099999999999
"2,3-Pentadiene",CC=C=CC,591-96-8,not biofuel,68.119,68.062600256,1.7375,0.0,0.0,0.0,0.0,24.00099999999999
3-Ethyl-4-methyl-2-pentene,CCC(=CC)C(C)C,19780-68-8,not biofuel,112.21599999999998,112.12520051199999,2.9987000000000013,0.0,0.0,2.0,0.0,38.886
"2,3,4-Trimethyl-2-pentene",CC(C)C(C)=C(C)C,565-77-5,not biofuel,112.21599999999998,112.12520051199999,2.9987000000000013,0.0,0.0,1.0,0.0,38.886
"3,4,4-Trimethyl-2-pentene",CC=C(C)C(C)(C)C,598-96-9,not biofuel,112.21599999999998,112.12520051199999,2.9987000000000013,0.0,0.0,0.0,0.0,38.886
"2-Ethyl-3,3-dimethyl-1-butene",CCC(=C)C(C)(C)C,18231-53-3,not biofuel,112.21599999999998,112.12520051199999,2.9987000000000013,0.0,0.0,1.0,0.0,38.886
Cyclopropene,C1C=C1,2781-85-3,not biofuel,40.065,40.031300128,0.9463,0.0,0.0,0.0,0.0,13.757000000000001
Cyclobutene,C1CC=C1,822-35-5,not biofuel,54.092000000000006,54.046950192,1.3364,0.0,0.0,0.0,0.0,18.374
3-Ethyl-2-methyl-1-pentene,CCC(CC)C(C)=C,19780-66-6,not biofuel,112.216,112.12520051199999,2.9987000000000013,0.0,0.0,3.0,0.0,38.885999999999996
3-Ethyl-4-methyl-1-pentene,CCC(C=C)C(C)C,61847-80-1,not biofuel,112.216,112.12520051199999,2.8546000000000014,0.0,0.0,3.0,0.0,38.816
"2,3,3-Trimethyl-1-pentene",CCC(C)(C)C(C)=C,560-23-6,not biofuel,112.21599999999998,112.12520051199999,2.9987000000000013,0.0,0.0,2.0,0.0,38.885999999999996
"2,3,4-trimethyl-1-pentene",CC(C)C(C)C(C)=C,565-76-4,not biofuel,112.216,112.12520051199999,2.8546000000000014,0.0,0.0,2.0,0.0,38.815999999999995
"2,4,4-Trimethyl-1-pentene",CC(=C)CC(C)(C)C,107-39-1,not biofuel,112.216,112.12520051199999,2.9987000000000013,0.0,0.0,1.0,0.0,38.886
"3,3,4-trimethyl-1-pentene",CC(C)C(C)(C)C=C,560-22-5,not biofuel,112.21599999999998,112.12520051199999,2.8546000000000014,0.0,0.0,2.0,0.0,38.815999999999995
"3,4,4-trimethyl-1-pentene",CC(C=C)C(C)(C)C,564-03-4,not biofuel,112.216,112.12520051199999,2.8546000000000014,0.0,0.0,1.0,0.0,38.816
"2,4,4-Trimethyl-2-pentene",CC(C)=CC(C)(C)C,107-40-4,not biofuel,112.216,112.12520051199999,2.9987000000000013,0.0,0.0,0.0,0.0,38.886
1-Hexene,CCCCC=C,592-41-6,biofuel,84.16199999999999,84.093900384,2.3626000000000005,0.0,0.0,3.0,0.0,29.721999999999984
2-Hexene,CCCC=CC,592-43-8,not biofuel,84.16199999999999,84.093900384,2.3626000000000005,0.0,0.0,2.0,0.0,29.721999999999984
3-Hexene,CCC=CCC,592-47-2,not biofuel,84.162,84.093900384,2.3626000000000005,0.0,0.0,2.0,0.0,29.721999999999984
1-Heptene,CCCCCC=C,592-76-7,biofuel,98.189,98.109550448,2.752700000000001,0.0,0.0,4.0,0.0,34.338999999999984
2-Heptene,CCCCC=CC,592-77-8,biofuel,98.18899999999998,98.109550448,2.752700000000001,0.0,0.0,3.0,0.0,34.33899999999999
3-Heptene,CCCC=CCC,592-78-9,not biofuel,98.189,98.109550448,2.752700000000001,0.0,0.0,3.0,0.0,34.33899999999999
3-Ethylhexane,CCCC(CC)CC,619-99-8,not biofuel,114.232,114.14085057599999,3.2227000000000023,0.0,0.0,4.0,0.0,38.98
2-Methyloctane,CCCCCCC(C)C,3221-61-2,biofuel,128.259,128.15650064,3.6128000000000027,0.0,0.0,5.0,0.0,43.59700000000001
3-Methyloctane,CCCCCC(C)CC,2216-33-3,not biofuel,128.259,128.15650064,3.6128000000000027,0.0,0.0,5.0,0.0,43.59700000000001
4-Methyloctane,CCCCC(C)CCC,2216-34-4,biofuel,128.259,128.15650064,3.6128000000000027,0.0,0.0,5.0,0.0,43.59700000000001
"2,2-Dimethylheptane",CCCCCC(C)(C)C,1071-26-7,not biofuel,128.259,128.15650064,3.6128000000000027,0.0,0.0,3.0,0.0,43.59700000000001
"2,3-Dimethylheptane",CCCCC(C)C(C)C,3074-71-3,not biofuel,128.25899999999996,128.15650064,3.468700000000003,0.0,0.0,4.0,0.0,43.52700000000001
"2,5-Dimethylheptane",CCC(C)CCC(C)C,2216-30-0,not biofuel,128.259,128.15650064,3.468700000000003,0.0,0.0,4.0,0.0,43.52700000000001
"2,6-Dimethylheptane",CC(C)CCCC(C)C,1072-05-5,not biofuel,128.259,128.15650064,3.468700000000003,0.0,0.0,4.0,0.0,43.52700000000001
"3,3-Dimethylheptane",CCCCC(C)(C)CC,4032-86-4,not biofuel,128.259,128.15650064,3.6128000000000027,0.0,0.0,4.0,0.0,43.59700000000001
"3,4-Dimethylheptane",CCCC(C)C(C)CC,922-28-1,not biofuel,128.259,128.15650064,3.468700000000003,0.0,0.0,4.0,0.0,43.52700000000001
"3,5-Dimethylheptane",CCC(C)CC(C)CC,926-82-9,not biofuel,128.259,128.15650064,3.468700000000003,0.0,0.0,4.0,0.0,43.52700000000001
n-Propylcyclohexane,CCCC1CCCCC1,1678-92-8,not biofuel,126.24300000000001,126.14085057599999,3.3668000000000022,0.0,0.0,2.0,0.0,41.483000000000004
n-Propylcyclopentane,CCCC1CCCC1,2040-96-2,not biofuel,112.21600000000001,112.12520051199999,2.976700000000002,0.0,0.0,2.0,0.0,36.86599999999999
"cis-1,3-Dimethylcyclopentane",CC1CCC(C1)C,2532-58-3,not biofuel,98.189,98.109550448,2.442500000000001,0.0,0.0,0.0,0.0,32.17899999999998
iso-Butylbenzene,CC(C)CC1=CC=CC=C1,538-93-2,biofuel,134.22199999999998,134.109550448,2.8851000000000013,0.0,0.0,2.0,0.0,44.98400000000003
sec-Butylbenzene,CCC(C)C1=CC=CC=C1,135-98-8,not biofuel,134.22199999999998,134.109550448,3.2001000000000017,0.0,0.0,2.0,0.0,45.14800000000003
"1,4-Dimethylcyclohexane",CC1CCC(C)CC1,589-90-2,not biofuel,112.216,112.12520051199999,2.832600000000001,0.0,0.0,0.0,0.0,36.79599999999999
2-Methyl-1-heptene,CCCCCC(C)=C,15870-10-7,not biofuel,112.216,112.12520051199999,3.142800000000002,0.0,0.0,4.0,0.0,38.955999999999996
"5,5-Dimethyl-2-hexene",CC=CCC(C)(C)C,36382-10-2,not biofuel,112.216,112.12520051199999,2.9987000000000013,0.0,0.0,1.0,0.0,38.886
"2,2-Dimethyl-3-hexene",CCC=CC(C)(C)C,3123-93-1,not biofuel,112.216,112.12520051199999,2.9987000000000013,0.0,0.0,1.0,0.0,38.886
"2,3-Dimethyl-3-hexene",CCC=C(C)C(C)C,7145-23-5,not biofuel,112.21599999999998,112.12520051199999,2.9987000000000013,0.0,0.0,2.0,0.0,38.886
"2,4-Dimethyl-3-hexene",CCC(C)=CC(C)C,82085-14-1,not biofuel,112.21599999999997,112.12520051199999,2.9987000000000013,0.0,0.0,2.0,0.0,38.886
"2,5-Dimethyl-3-hexene",CC(C)C=CC(C)C,15910-22-2,not biofuel,112.21599999999998,112.12520051199999,2.8546000000000014,0.0,0.0,2.0,0.0,38.816
"2,4-Dimethyl-2-hexene",CCC(C)C=C(C)C,14255-23-3,not biofuel,112.21599999999998,112.12520051199999,2.9987000000000013,0.0,0.0,2.0,0.0,38.886
"2,5-Dimethyl-2-hexene",CC(C)CC=C(C)C,3404-78-2,not biofuel,112.21599999999998,112.12520051199999,2.9987000000000013,0.0,0.0,2.0,0.0,38.886
"3,4-Dimethyl-2-hexene",CCC(C)C(C)=CC,2213-37-8,not biofuel,112.21599999999998,112.12520051199999,2.9987000000000013,0.0,0.0,2.0,0.0,38.886
"3,5-Dimethyl-2-hexene",CC=C(C)CC(C)C,3404-79-3,not biofuel,112.21599999999998,112.12520051199999,2.9987000000000013,0.0,0.0,2.0,0.0,38.886
"4,4-Dimethyl-2-hexene",CCC(C)(C)C=CC,3404-59-9,not biofuel,112.21599999999997,112.12520051199999,2.9987000000000013,0.0,0.0,2.0,0.0,38.886
"4,5-Dimethyl-2-hexene",CC=CC(C)C(C)C,73548-71-7,not biofuel,112.216,112.12520051199999,2.8546000000000014,0.0,0.0,2.0,0.0,38.816
"2,4-Dimethyl-1-hexene",CCC(C)CC(C)=C,16746-87-5,not biofuel,112.216,112.12520051199999,2.9987000000000013,0.0,0.0,3.0,0.0,38.885999999999996
"2,5-Dimethyl-1-hexene",CC(C)CCC(C)=C,6975-92-4,not biofuel,112.216,112.12520051199999,2.9987000000000013,0.0,0.0,3.0,0.0,38.885999999999996
"3,4-Dimethyl-1-hexene",CCC(C)C(C)C=C,16745-94-1,not biofuel,112.21599999999998,112.12520051199999,2.8546000000000014,0.0,0.0,3.0,0.0,38.815999999999995
"3,5-Dimethyl-1-hexene",CC(C)CC(C)C=C,7423-69-0,not biofuel,112.21599999999998,112.12520051199999,2.8546000000000014,0.0,0.0,3.0,0.0,38.815999999999995
"4,5-Dimethyl-1-hexene",CC(C)C(C)CC=C,16106-59-5,not biofuel,112.216,112.12520051199999,2.8546000000000014,0.0,0.0,3.0,0.0,38.815999999999995
"3,3-Dimethyl-1-hexene",CCCC(C)(C)C=C,3404-77-1,not biofuel,112.21599999999998,112.12520051199999,2.9987000000000013,0.0,0.0,3.0,0.0,38.885999999999996
"4,4-Dimethyl-1-hexene",CCC(C)(C)CC=C,1647-08-1,not biofuel,112.21599999999998,112.12520051199999,2.9987000000000013,0.0,0.0,3.0,0.0,38.885999999999996
"5,5-Dimethyl-1-hexene",CC(C)(C)CCC=C,7116-86-1,not biofuel,112.216,112.12520051199999,2.9987000000000013,0.0,0.0,2.0,0.0,38.885999999999996
"2,3-Dimethyl-2-hexene",CCCC(C)=C(C)C,7145-20-2,not biofuel,112.21599999999998,112.12520051199999,3.142800000000002,0.0,0.0,2.0,0.0,38.956
2-methyl-2-heptene,CCCCC=C(C)C,627-97-4,not biofuel,112.21599999999998,112.12520051199999,3.142800000000002,0.0,0.0,3.0,0.0,38.956
3-methyl-2-heptene,CCCCC(C)=CC,3404-75-9,not biofuel,112.21599999999998,112.12520051199999,3.142800000000002,0.0,0.0,3.0,0.0,38.955999999999996
4-methyl-2-heptene,CCCC(C)C=CC,3404-56-6,not biofuel,112.21599999999998,112.12520051199999,2.9987000000000013,0.0,0.0,3.0,0.0,38.886
5-methyl-2-heptene,CCC(C)CC=CC,22487-87-2,not biofuel,112.21599999999998,112.12520051199999,2.9987000000000013,0.0,0.0,3.0,0.0,38.886
6-methyl-2-heptene,CC=CCCC(C)C,73548-72-8,not biofuel,112.216,112.12520051199999,2.9987000000000013,0.0,0.0,3.0,0.0,38.886
2-methyl-3-heptene,CCCC=CC(C)C,17618-76-7,not biofuel,112.21599999999998,112.12520051199999,2.9987000000000013,0.0,0.0,3.0,0.0,38.886
3-methyl-3-heptene,CCCC=C(C)CC,7300-03-0,not biofuel,112.216,112.12520051199999,3.142800000000002,0.0,0.0,3.0,0.0,38.956
4-methyl-3-heptene,CCCC(C)=CCC,4485-16-9,not biofuel,112.21599999999998,112.12520051199999,3.142800000000002,0.0,0.0,3.0,0.0,38.956
5-methyl-3-heptene,CCC=CC(C)CC,13172-91-3,not biofuel,112.216,112.12520051199999,2.9987000000000013,0.0,0.0,3.0,0.0,38.886
"2,3-Dimethyl-1-hexene",CCCC(C)C(C)=C,16746-86-4,not biofuel,112.216,112.12520051199999,2.9987000000000013,0.0,0.0,3.0,0.0,38.885999999999996
Ethylcyclopentane,CCC1CCCC1,1640-89-7,not biofuel,98.18900000000001,98.109550448,2.5866000000000007,0.0,0.0,1.0,0.0,32.24899999999998
"1,1-Dimethylcyclopentane",CC1(C)CCCC1,1638-26-2,not biofuel,98.18900000000001,98.109550448,2.5866000000000007,0.0,0.0,0.0,0.0,32.24899999999998
"1,2-Dimethylcyclopentane",CC1CCCC1C,2452-99-5,not biofuel,98.189,98.109550448,2.442500000000001,0.0,0.0,0.0,0.0,32.17899999999998
"cis-1,3-Dimethylcyclopentane",CC1CCC(C1)C,2532-58-3,not biofuel,98.189,98.109550448,2.442500000000001,0.0,0.0,0.0,0.0,32.17899999999998
Isopropylcyclopentane,CC(C)C1CCCC1,3875-51-2,not biofuel,112.21600000000001,112.12520051199999,2.832600000000001,0.0,0.0,1.0,0.0,36.79599999999999
1-Ethyl-3-methylcyclopentane,CCC1CCC(C)C1,3726-47-4,not biofuel,112.216,112.12520051199999,2.832600000000001,0.0,0.0,1.0,0.0,36.79599999999999
"1,2-Dimethylcyclohexane",CC1CCCCC1C,583-57-3,not biofuel,112.216,112.12520051199999,2.832600000000001,0.0,0.0,0.0,0.0,36.79599999999999
"1,3-Dimethylcyclohexane",CC1CCCC(C)C1,591-21-9,not biofuel,112.216,112.12520051199999,2.832600000000001,0.0,0.0,0.0,0.0,36.79599999999999
"1,4-Dimethylcyclohexane",CC1CCC(C)CC1,589-90-2,not biofuel,112.216,112.12520051199999,2.832600000000001,0.0,0.0,0.0,0.0,36.79599999999999
"1,1,2-Trimethylcyclohexane",CC1CCCCC1(C)C,7094-26-0,not biofuel,126.243,126.14085057599999,3.2227000000000023,0.0,0.0,0.0,0.0,41.413000000000004
"1,1,3-Trimethylcyclohexane",CC1CCCC(C)(C)C1,3073-66-3,not biofuel,126.243,126.14085057599999,3.2227000000000023,0.0,0.0,0.0,0.0,41.413000000000004
"1,2,3-Trimethylcyclohexane",CC1CCCC(C)C1C,1678-97-3,not biofuel,126.24299999999998,126.14085057599999,3.0786000000000016,0.0,0.0,0.0,0.0,41.343
"1,2,4-Trimethylcyclohexane",CC1CCC(C)C(C)C1,2234-75-5,not biofuel,126.24299999999998,126.14085057599999,3.0786000000000016,0.0,0.0,0.0,0.0,41.343
"1,3,5-Trimethylcyclohexane",CC1CC(C)CC(C)C1,1839-63-0,not biofuel,126.243,126.14085057599999,3.0786000000000016,0.0,0.0,0.0,0.0,41.343
"1,1-Dimethylcycloheptane",CC1(C)CCCCCC1,13151-49-0,not biofuel,126.24300000000001,126.14085057599999,3.3668000000000022,0.0,0.0,0.0,0.0,41.483000000000004
Ethylcycloheptane,CCC1CCCCCC1,13151-55-8,not biofuel,126.24300000000001,126.14085057599999,3.3668000000000022,0.0,0.0,1.0,0.0,41.483000000000004
3-Ethylpentane,CCC(CC)CC,617-78-7,not biofuel,100.205,100.12520051199999,2.832600000000001,0.0,0.0,3.0,0.0,34.362999999999985
"2,2,3-Trimethylbutane",CC(C)C(C)(C)C,464-06-2,not biofuel,100.20499999999998,100.12520051199999,2.6885000000000012,0.0,0.0,0.0,0.0,34.292999999999985
2-Methylheptane,CCCCCC(C)C,592-27-8,not biofuel,114.23199999999999,114.14085057599999,3.2227000000000023,0.0,0.0,4.0,0.0,38.98
"2,3-Dimethylhexane",CCCC(C)C(C)C,584-94-1,not biofuel,114.23199999999999,114.14085057599999,3.0786000000000016,0.0,0.0,3.0,0.0,38.91
"2,4-Dimethylhexane",CCC(C)CC(C)C,589-43-5,not biofuel,114.23199999999999,114.14085057599999,3.0786000000000016,0.0,0.0,3.0,0.0,38.91
"2,5-Dimethylhexane",CC(C)CCC(C)C,592-13-2,not biofuel,114.23199999999999,114.14085057599999,3.0786000000000016,0.0,0.0,3.0,0.0,38.91
"3,3-Dimethylhexane",CCCC(C)(C)CC,563-16-6,not biofuel,114.23199999999999,114.14085057599999,3.2227000000000023,0.0,0.0,3.0,0.0,38.98
"2,2-Dimethylhexane",CCCCC(C)(C)C,590-73-8,not biofuel,114.23199999999999,114.14085057599999,3.2227000000000023,0.0,0.0,2.0,0.0,38.98
"3,4-Dimethylhexane",CCC(C)C(C)CC,583-48-2,not biofuel,114.23199999999999,114.14085057599999,3.0786000000000016,0.0,0.0,3.0,0.0,38.91
3-Ethylhexane,CCCC(CC)CC,619-99-8,not biofuel,114.232,114.14085057599999,3.2227000000000023,0.0,0.0,4.0,0.0,38.98
"2,3-Dimethylpentane",CCC(C)C(C)C,565-59-3,not biofuel,100.20499999999998,100.12520051199999,2.6885000000000012,0.0,0.0,2.0,0.0,34.292999999999985
"2,4-Dimethylpentane",CC(C)CC(C)C,108-08-7,not biofuel,100.20499999999998,100.12520051199999,2.6885000000000012,0.0,0.0,2.0,0.0,34.292999999999985
3-Ethylpentane,CCC(CC)CC,617-78-7,not biofuel,100.205,100.12520051199999,2.832600000000001,0.0,0.0,3.0,0.0,34.362999999999985
"2,2,3-Trimethylbutane",CC(C)C(C)(C)C,464-06-2,not biofuel,100.20499999999998,100.12520051199999,2.6885000000000012,0.0,0.0,0.0,0.0,34.292999999999985
2-Methylheptane,CCCCCC(C)C,592-27-8,not biofuel,114.23199999999999,114.14085057599999,3.2227000000000023,0.0,0.0,4.0,0.0,38.98
